gene_id	gene_start	gene_end	query_id
ATCC8482_final|contig00003|3_2451	2882137	2883834	GH13
ATCC8482_final|contig00003|3_2451	2882137	2883834	GH13_13
ATCC8482_final|contig00003|3_2451	2882137	2883834	GH13_14
ATCC8482_final|contig00003|3_2451	2882137	2883834	GH13_20
ATCC8482_final|contig00003|3_2451	2882137	2883834	GH13_46
ATCC8482_final|contig00003|3_2451	2882137	2883834	GH13_12
ATCC8482_final|contig00003|3_2451	2882137	2883834	GH13_37
ATCC8482_final|contig00003|3_2451	2882137	2883834	GH13_39
ATCC8482_final|contig00003|3_2451	2882137	2883834	GH13_41
ATCC8482_final|contig00003|3_2451	2882137	2883834	GH13_45
ATCC8482_final|contig00003|3_2478	2923407	2924522	GT4
ATCC8482_final|contig00003|3_2479	2924519	2925643	GT4
ATCC8482_final|contig00003|3_2485	2929913	2930860	GT2_Glycos_transf_2
ATCC8482_final|contig00003|3_2512	2957386	2958735	GH29
ATCC8482_final|contig00003|3_2514	2959807	2961330	GH51_2
ATCC8482_final|contig00003|3_2514	2959807	2961330	GH51_4
ATCC8482_final|contig00003|3_2532	2976888	2980148	PL22
ATCC8482_final|contig00003|3_2594	3056410	3058914	GH2
ATCC8482_final|contig00003|3_2595	3058917	3061169	GH92
ATCC8482_final|contig00003|3_2596	3061196	3063250	GH20
ATCC8482_final|contig00003|3_2599	3066902	3069469	GH2
ATCC8482_final|contig00003|3_2600	3069496	3071559	CE20
ATCC8482_final|contig00003|3_2602	3072223	3074229	GH20
ATCC8482_final|contig00003|3_2632	3116426	3117295	CE1
ATCC8482_final|contig00003|3_2658	3144919	3145944	GT2_Glycos_transf_2
ATCC8482_final|contig00003|3_2658	3144919	3145944	GT2_Glyco_tranf_2_3
ATCC8482_final|contig00003|3_2683	3169324	3171261	CE20
ATCC8482_final|contig00003|3_2686	3175938	3177521	GH43
ATCC8482_final|contig00003|3_2686	3175938	3177521	GH43_10
ATCC8482_final|contig00003|3_2686	3175938	3177521	GH43_11
ATCC8482_final|contig00003|3_2686	3175938	3177521	GH43_12
ATCC8482_final|contig00003|3_2686	3175938	3177521	GH43_14
ATCC8482_final|contig00003|3_2686	3175938	3177521	GH43_29
ATCC8482_final|contig00003|3_2686	3175938	3177521	GH43_34
ATCC8482_final|contig00003|3_2686	3175938	3177521	GH43_5
ATCC8482_final|contig00003|3_2686	3175938	3177521	GH43_13
ATCC8482_final|contig00003|3_2686	3175938	3177521	GH43_15
ATCC8482_final|contig00003|3_2686	3175938	3177521	GH43_16
ATCC8482_final|contig00003|3_2686	3175938	3177521	GH43_1
ATCC8482_final|contig00003|3_2686	3175938	3177521	GH43_28
ATCC8482_final|contig00003|3_2686	3175938	3177521	GH43_2
ATCC8482_final|contig00003|3_2686	3175938	3177521	GH43_31
ATCC8482_final|contig00003|3_2686	3175938	3177521	GH43_32
ATCC8482_final|contig00003|3_2686	3175938	3177521	GH43_37
ATCC8482_final|contig00003|3_2686	3175938	3177521	GH43_3
ATCC8482_final|contig00003|3_2686	3175938	3177521	GH43_8
ATCC8482_final|contig00003|3_2686	3175938	3177521	GH43_9
ATCC8482_final|contig00003|3_2687	3177530	3180037	GH43
ATCC8482_final|contig00003|3_2687	3177530	3180037	GH43_10
ATCC8482_final|contig00003|3_2687	3177530	3180037	GH43_12
ATCC8482_final|contig00003|3_2687	3177530	3180037	GH43_22
ATCC8482_final|contig00003|3_2687	3177530	3180037	GH43_24
ATCC8482_final|contig00003|3_2687	3177530	3180037	GH43_30
ATCC8482_final|contig00003|3_2687	3177530	3180037	GH43_34
ATCC8482_final|contig00003|3_2687	3177530	3180037	GH43_17
ATCC8482_final|contig00003|3_2687	3177530	3180037	GH43_19
ATCC8482_final|contig00003|3_2687	3177530	3180037	GH43_28
ATCC8482_final|contig00003|3_2687	3177530	3180037	GH43_31
ATCC8482_final|contig00003|3_2687	3177530	3180037	GH43_32
ATCC8482_final|contig00003|3_2687	3177530	3180037	GH43_33
ATCC8482_final|contig00003|3_2687	3177530	3180037	GH43_35
ATCC8482_final|contig00003|3_2687	3177530	3180037	GH43_37
ATCC8482_final|contig00003|3_2687	3177530	3180037	GH43_3
ATCC8482_final|contig00003|3_2687	3177530	3180037	GH43_8
ATCC8482_final|contig00003|3_2687	3177530	3180037	GH43_9
ATCC8482_final|contig00003|3_2693	3192319	3194217	GH43
ATCC8482_final|contig00003|3_2693	3192319	3194217	GH43_10
ATCC8482_final|contig00003|3_2693	3192319	3194217	GH43_30
ATCC8482_final|contig00003|3_2693	3192319	3194217	GH43_34
ATCC8482_final|contig00003|3_2693	3192319	3194217	GH43_16
ATCC8482_final|contig00003|3_2693	3192319	3194217	GH43_28
ATCC8482_final|contig00003|3_2693	3192319	3194217	GH43_31
ATCC8482_final|contig00003|3_2693	3192319	3194217	GH43_32
ATCC8482_final|contig00003|3_2693	3192319	3194217	GH43_33
ATCC8482_final|contig00003|3_2693	3192319	3194217	GH43_36
ATCC8482_final|contig00003|3_2693	3192319	3194217	GH43_37
ATCC8482_final|contig00003|3_2693	3192319	3194217	GH43_3
ATCC8482_final|contig00003|3_2693	3192319	3194217	GH43_8
ATCC8482_final|contig00003|3_2693	3192319	3194217	GH43_9
ATCC8482_final|contig00003|3_2694	3194405	3195376	GH43
ATCC8482_final|contig00003|3_2694	3194405	3195376	GH43_10
ATCC8482_final|contig00003|3_2694	3194405	3195376	GH43_29
ATCC8482_final|contig00003|3_2694	3194405	3195376	GH43_30
ATCC8482_final|contig00003|3_2694	3194405	3195376	GH43_34
ATCC8482_final|contig00003|3_2694	3194405	3195376	GH43_16
ATCC8482_final|contig00003|3_2694	3194405	3195376	GH43_19
ATCC8482_final|contig00003|3_2694	3194405	3195376	GH43_28
ATCC8482_final|contig00003|3_2694	3194405	3195376	GH43_31
ATCC8482_final|contig00003|3_2694	3194405	3195376	GH43_32
ATCC8482_final|contig00003|3_2694	3194405	3195376	GH43_33
ATCC8482_final|contig00003|3_2694	3194405	3195376	GH43_3
ATCC8482_final|contig00003|3_2740	3257817	3260123	GH20
ATCC8482_final|contig00003|3_2757	3276962	3279001	GH29
ATCC8482_final|contig00003|3_2761	3282347	3283897	GH109
ATCC8482_final|contig00003|3_2773	3299835	3301484	GH43
ATCC8482_final|contig00003|3_2773	3299835	3301484	GH43_11
ATCC8482_final|contig00003|3_2773	3299835	3301484	GH43_12
ATCC8482_final|contig00003|3_2773	3299835	3301484	GH43_26
ATCC8482_final|contig00003|3_2773	3299835	3301484	GH43_29
ATCC8482_final|contig00003|3_2773	3299835	3301484	GH43_30
ATCC8482_final|contig00003|3_2773	3299835	3301484	GH43_34
ATCC8482_final|contig00003|3_2773	3299835	3301484	GH43_5
ATCC8482_final|contig00003|3_2773	3299835	3301484	CBM91
ATCC8482_final|contig00003|3_2773	3299835	3301484	GH43_15
ATCC8482_final|contig00003|3_2773	3299835	3301484	GH43_16
ATCC8482_final|contig00003|3_2773	3299835	3301484	GH43_31
ATCC8482_final|contig00003|3_2773	3299835	3301484	GH43_32
ATCC8482_final|contig00003|3_2773	3299835	3301484	GH43_36
ATCC8482_final|contig00003|3_2773	3299835	3301484	GH43_3
ATCC8482_final|contig00003|3_2773	3299835	3301484	GH43_8
ATCC8482_final|contig00003|3_2773	3299835	3301484	GH43_9
ATCC8482_final|contig00003|3_2774	3301638	3303575	GH97
ATCC8482_final|contig00003|3_2777	3307523	3309445	GH127
ATCC8482_final|contig00003|3_2778	3309572	3310957	GH28
ATCC8482_final|contig00003|3_2782	3313953	3315389	GH28
ATCC8482_final|contig00003|3_2789	3329262	3331628	GH3
ATCC8482_final|contig00003|3_2790	3331782	3335207	GH92
ATCC8482_final|contig00003|3_2791	3335204	3337138	GH97
ATCC8482_final|contig00003|3_2802	3353120	3356098	GH3
ATCC8482_final|contig00003|3_2809	3363496	3364911	GH105
ATCC8482_final|contig00003|3_2811	3366828	3368216	GH28
ATCC8482_final|contig00003|3_2819	3382684	3385662	GH2
ATCC8482_final|contig00003|3_2822	3390172	3391497	PL22
ATCC8482_final|contig00003|3_2831	3406196	3407977	GH78
ATCC8482_final|contig00003|3_2833	3409319	3411172	PL11
ATCC8482_final|contig00003|3_2833	3409319	3411172	PL11_1
ATCC8482_final|contig00003|3_2833	3409319	3411172	PL11_2
ATCC8482_final|contig00003|3_2834	3411286	3414573	GH106
